prceNticeNo,nticeDt,bsnsDivCd,bsnsDivNm,prdctClsfcNo,prdctIdntNo,invstDeptNm,invstDeptTelNo,invstOfclNm,prdctClsfcNoNm,krnPrdctNm,unit,prce,cntrctCorpNm,cntrctCorpTelNo,splyJrsdctRgnNm,etcCntnts,mtrlcst,lbrcst,gnrlexpns,prodctFld,vatYnNm,prceDiv,dlvryCndtnNm,distbStep,payCndtn,treekndNo,specThtLen,specWtrtbBtLen,specWtrtbLen,specBhtDmLen,specRootDmLen
R26CW25852014,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227566,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 8000×400×65mm",본,229900,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852013,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227565,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 7000×400×65mm",본,201400,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852012,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227564,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 6000×400×65mm",본,172000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852051,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227643,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 12000×600×90mm",본,724900,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852050,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227642,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 11000×600×90mm",본,664100,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852049,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227641,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 10000×600×90mm",본,604200,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852048,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227640,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 9000×600×90mm",본,543400,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852047,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227639,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 8000×600×90mm",본,483600,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852046,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227638,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 7000×600×90mm",본,422800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852045,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227637,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 6000×600×90mm",본,362000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852044,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227636,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 5000×600×90mm",본,302100,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852043,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227601,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 15000×500×80mm",본,661200,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852042,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227600,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 14000×500×80mm",본,617500,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852041,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227599,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 13000×500×80mm",본,572900,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852040,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227598,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 12000×500×80mm",본,529200,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852039,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227597,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 11000×500×80mm",본,484500,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852038,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227596,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 10000×500×80mm",본,440800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852037,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227595,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 9000×500×80mm",본,397100,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852036,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227594,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 8000×500×80mm",본,352500,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852035,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227593,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 7000×500×80mm",본,308800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852034,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227592,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 6000×500×80mm",본,264100,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852033,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227591,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 5000×500×80mm",본,220400,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852032,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227590,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 15000×450×70mm",본,523500,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852031,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227589,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 14000×450×70mm",본,488300,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852030,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227588,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 13000×450×70mm",본,453200,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852029,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227587,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 12000×450×70mm",본,419000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852028,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227586,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 11000×450×70mm",본,383800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852027,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227585,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 10000×450×70mm",본,348700,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852026,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227584,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 9000×450×70mm",본,314500,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852025,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227583,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 8000×450×70mm",본,279300,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852024,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227582,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 7000×450×70mm",본,244200,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852023,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227581,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 6000×450×70mm",본,209000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852022,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227580,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 5000×450×70mm",본,174800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852021,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227579,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 15000×400×65mm",본,431300,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852020,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227578,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 14000×400×65mm",본,401900,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852019,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227577,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 13000×400×65mm",본,373400,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852018,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227576,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 12000×400×65mm",본,344900,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852017,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227575,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 11000×400×65mm",본,316400,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852016,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227574,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 10000×400×65mm",본,286900,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852015,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227567,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 9000×400×65mm",본,258400,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852014,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227566,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 8000×400×65mm",본,229900,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852013,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227565,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 7000×400×65mm",본,201400,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25852012,2026-04-20 00:00:00,포110005,시설공통자재(토목),30102802,26227564,공사원가기준과,070-4056-7400,김준석,콘크리트파일,"콘크리트파일, A타입, 6000×400×65mm",본,172000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R24CW21374713,2024-10-16 14:14:21,포110005,시설공통자재(토목),30102803,22780108,토목환경과,070-4056-7380,김재헌,강널말뚝(Sheet Pile),"강관파일, 400×125×13.0mm, 60.0kg/m",M/T,1228000,,,002,,,,,,부가가치세별도,기타가격,공장상차도,기타조건,,,,,,,
R24CW21374721,2024-10-16 14:14:21,포110005,시설공통자재(토목),30102803,22780114,토목환경과,070-4056-7380,김재헌,강널말뚝(Sheet Pile),"강관파일, 600×180×13.4mm, 81.6kg/m",M/T,1368000,,,002,,,,,,부가가치세별도,기타가격,공장상차도,기타조건,,,,,,,
R24CW21374720,2024-10-16 14:14:21,포110005,시설공통자재(토목),30102803,22780113,토목환경과,070-4056-7380,김재헌,강널말뚝(Sheet Pile),"강관파일, 600×130×10.3mm, 61.8kg/m",M/T,1368000,,,002,,,,,,부가가치세별도,기타가격,공장상차도,기타조건,,,,,,,
R24CW21374711,2024-10-16 14:14:21,포110005,시설공통자재(토목),30102803,22780107,토목환경과,070-4056-7380,김재헌,강널말뚝(Sheet Pile),"강관파일, 400×100×10.5mm, 48.0kg/m",M/T,1228000,,,002,,,,,,부가가치세별도,기타가격,공장상차도,기타조건,,,,,,,
R24CW21374715,2024-10-16 14:14:21,포110005,시설공통자재(토목),30102803,22780109,토목환경과,070-4056-7380,김재헌,강널말뚝(Sheet Pile),"강관파일, 400×150×13.0mm, 60.0kg/m",M/T,1228000,,,002,,,,,,부가가치세별도,기타가격,공장상차도,기타조건,,,,,,,
R24CW21374717,2024-10-16 14:14:21,포110005,시설공통자재(토목),30102803,22780110,토목환경과,070-4056-7380,김재헌,강널말뚝(Sheet Pile),"강관파일, 400×170×15.5mm, 76.1kg/m",M/T,1272000,,,002,,,,,,부가가치세별도,기타가격,공장상차도,기타조건,,,,,,,
R24CW21374719,2024-10-16 14:14:21,포110005,시설공통자재(토목),30102803,22780112,토목환경과,070-4056-7380,김재헌,강널말뚝(Sheet Pile),"강관파일, 500×200×19.5mm, 105.0kg/m",M/T,1323000,,,002,,,,,,부가가치세별도,기타가격,공장상차도,기타조건,,,,,,,
R24CW21374718,2024-10-16 14:14:21,포110005,시설공통자재(토목),30102803,22780111,토목환경과,070-4056-7380,김재헌,강널말뚝(Sheet Pile),"강관파일, 500×175×16.5mm, 86.0kg/m",M/T,1323000,,,002,,,,,,부가가치세별도,기타가격,공장상차도,기타조건,,,,,,,
R25CW23002410,2025-04-24 00:00:00,포110005,시설공통자재(토목),30102803,22780114,토목환경과,070-4056-6171,양석진,강널말뚝(Sheet Pile),"강관파일, 600×180×13.4mm, 81.6kg/m",M/T,1368000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002417,2025-04-24 00:00:00,포110005,시설공통자재(토목),30102803,22780107,토목환경과,070-4056-6171,양석진,강널말뚝(Sheet Pile),"강관파일, 400×100×10.5mm, 48.0kg/m",M/T,1228000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002416,2025-04-24 00:00:00,포110005,시설공통자재(토목),30102803,22780108,토목환경과,070-4056-6171,양석진,강널말뚝(Sheet Pile),"강관파일, 400×125×13.0mm, 60.0kg/m",M/T,1228000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002415,2025-04-24 00:00:00,포110005,시설공통자재(토목),30102803,22780109,토목환경과,070-4056-6171,양석진,강널말뚝(Sheet Pile),"강관파일, 400×150×13.0mm, 60.0kg/m",M/T,1228000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002414,2025-04-24 00:00:00,포110005,시설공통자재(토목),30102803,22780110,토목환경과,070-4056-6171,양석진,강널말뚝(Sheet Pile),"강관파일, 400×170×15.5mm, 76.1kg/m",M/T,1272000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002413,2025-04-24 00:00:00,포110005,시설공통자재(토목),30102803,22780111,토목환경과,070-4056-6171,양석진,강널말뚝(Sheet Pile),"강관파일, 500×175×16.5mm, 86.0kg/m",M/T,1323000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002412,2025-04-24 00:00:00,포110005,시설공통자재(토목),30102803,22780112,토목환경과,070-4056-6171,양석진,강널말뚝(Sheet Pile),"강관파일, 500×200×19.5mm, 105.0kg/m",M/T,1323000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002411,2025-04-24 00:00:00,포110005,시설공통자재(토목),30102803,22780113,토목환경과,070-4056-6171,양석진,강널말뚝(Sheet Pile),"강관파일, 600×130×10.3mm, 61.8kg/m",M/T,1368000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311878,2025-10-23 00:00:00,포110005,시설공통자재(토목),30102803,22780114,토목환경과,070-4056-6171,양석진,강널말뚝(Sheet Pile),"강관파일, 600×180×13.4mm, 81.6kg/m",M/T,1368000,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
R25CW24311885,2025-10-23 00:00:00,포110005,시설공통자재(토목),30102803,22780107,토목환경과,070-4056-6171,양석진,강널말뚝(Sheet Pile),"강관파일, 400×100×10.5mm, 48.0kg/m",M/T,1096428,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
R25CW24311884,2025-10-23 00:00:00,포110005,시설공통자재(토목),30102803,22780108,토목환경과,070-4056-6171,양석진,강널말뚝(Sheet Pile),"강관파일, 400×125×13.0mm, 60.0kg/m",M/T,1096428,,,,,0,0,0,,부가가치세별도,기타가격,공장상차도,,,,,,,,
